AG6037_S2_L002,ctrl
AG6218_S3_L002,ctrl
AG6902_S5_L002,ctrl
AG6905_S6_L002,ctrl
AG7871_S9_L002,ctrl
AG7870_S8_L002,treat
AG7868_S7_L002,treat
AG8047_S16_L002,treat
AG8127_S24_L002,treat
AG8128_S25_L002,treat
